Name,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
Maruti Swift VDI,Kolkata,82000,Diesel,Manual,Second,1248.0,74.0,5.0,2.5,Maruti,Swift,8,22.9
Volkswagen Polo Diesel Highline 1.2L,Chennai,60000,Diesel,Manual,First,1199.0,73.9,5.0,4.75,Volkswagen,Polo,7,22.07
Honda City 1.5 V MT,Pune,138000,Petrol,Manual,Second,1497.0,118.0,5.0,3.5,Honda,City,11,17.0
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,67000,Diesel,Manual,First,1396.0,90.0,5.0,5.5,Hyundai,i20,6,23.0
Honda City 1.5 V MT,Coimbatore,42750,Petrol,Manual,First,1497.0,118.0,5.0,6.33,Honda,City,8,17.0
Chevrolet Beat Diesel,Kochi,52398,Diesel,Manual,First,936.0,57.6,5.0,2.47,Chevrolet,Beat,6,25.44
Chevrolet Spark 1.0 LS,Kochi,36657,Petrol,Manual,First,995.0,62.1,5.0,3.3,Chevrolet,Spark,6,16.2
Tata New Safari DICOR 2.2 EX 4x2,Delhi,77000,Diesel,Manual,Second,2179.0,138.1,7.0,3.5,Tata,New,9,11.57
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,85000,Diesel,Automatic,First,2987.0,,7.0,38.75,Mercedes-Benz,GL-Class,6,11.3
BMW 5 Series 2003-2012 530d Highline,Pune,112500,Diesel,Automatic,First,2993.0,,5.0,7.99,BMW,5,12,11.5
Toyota Fortuner 2.8 4WD MT,Kochi,105072,Diesel,Manual,First,2755.0,174.5,7.0,13.28,Toyota,Fortuner,7,14.24
BMW X1 sDrive 18i,Pune,80000,Petrol,Automatic,First,1995.0,150.0,5.0,9.5,BMW,X1,8,11.25
Renault Captur 1.5 Diesel Platine Mono,Kochi,3102,Diesel,Manual,First,1461.0,108.45,5.0,14.01,Renault,Captur,1,20.37
Hyundai Xcent 1.1 CRDi S,Coimbatore,14656,Diesel,Manual,First,1120.0,71.0,5.0,6.99,Hyundai,Xcent,4,24.4
BMW 3 Series 320d,Hyderabad,105000,Diesel,Automatic,Second,1995.0,170.0,5.0,11.0,BMW,3,10,13.2
BMW 5 Series 2010-2013 525i,Hyderabad,61000,Petrol,Automatic,Second,2497.0,215.0,5.0,11.0,BMW,5,12,10.8
Nissan Micra XE,Pune,85046,Petrol,Manual,Second,1198.0,75.0,5.0,2.3,Nissan,Micra,10,18.06
Jaguar XF 2.2 Litre Luxury,Delhi,48000,Diesel,Automatic,First,2179.0,187.7,5.0,26.5,Jaguar,XF,6,16.36
Land Rover Range Rover TDV8 (Diesel),Bangalore,55000,Diesel,Automatic,First,,,7.0,67.0,Land,Rover,9,10.2
Jeep Compass 1.4 Limited Option,Mumbai,4000,Petrol,Automatic,First,1368.0,160.0,5.0,17.75,Jeep,Compass,3,16.0
Honda CR-V 2.4 AT,Delhi,94000,Petrol,Automatic,Second,2354.0,152.0,5.0,4.8,Honda,CR-V,10,10.1
Maruti Swift VXI,Coimbatore,61110,Petrol,Manual,First,1197.0,85.8,5.0,4.57,Maruti,Swift,7,18.6
Hyundai Xcent 1.1 CRDi S,Chennai,80000,Diesel,Manual,First,1120.0,71.0,5.0,3.5,Hyundai,Xcent,4,24.4
Nissan Terrano XV Premium 110 PS,Kochi,43190,Diesel,Manual,First,1461.0,108.5,5.0,7.61,Nissan,Terrano,5,19.01
Audi A4 35 TDI Technology,Hyderabad,45000,Diesel,Automatic,First,1968.0,187.74,5.0,25.0,Audi,A4,5,18.25
Hyundai Grand i10 Asta Option,Coimbatore,44178,Petrol,Manual,First,1197.0,82.0,5.0,5.88,Hyundai,Grand,4,18.9
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,84415,Diesel,Manual,First,2494.0,100.6,8.0,13.5,Toyota,Innova,5,12.99
Hyundai i20 1.2 Magna,Kolkata,35000,Petrol,Manual,First,1197.0,80.0,5.0,4.6,Hyundai,i20,5,18.5
Ford EcoSport 1.5 TDCi Titanium,Kolkata,44000,Diesel,Manual,First,1498.0,98.59,5.0,4.9,Ford,EcoSport,7,22.77
Honda City 1.5 S MT,Hyderabad,67635,Petrol,Manual,First,1497.0,118.0,5.0,5.25,Honda,City,8,17.0
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,18385,Petrol,Automatic,First,1497.0,121.36,5.0,12.41,Ford,EcoSport,2,14.8
Volkswagen Polo Diesel Highline 1.2L,Kolkata,35000,Diesel,Manual,First,1199.0,73.9,5.0,3.8,Volkswagen,Polo,6,22.07
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,49000,Diesel,Automatic,First,2143.0,170.0,5.0,8.95,Mercedes-Benz,New,10,19.27
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,69000,Diesel,Manual,First,1498.0,89.84,5.0,7.2,Ford,Ecosport,7,22.7
Tata Indigo GLE,Hyderabad,23228,Petrol,Manual,First,1396.0,65.0,5.0,4.5,Tata,Indigo,3,14.4
Maruti Swift Dzire LDI,Delhi,68462,Diesel,Manual,First,1248.0,74.0,5.0,4.15,Maruti,Swift,6,26.59
Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,74611,Diesel,Manual,First,1248.0,88.5,5.0,7.94,Maruti,S-Cross,4,25.1
Renault Duster 110PS Diesel RxZ Pack,Pune,90000,Diesel,Manual,First,1461.0,108.45,5.0,7.25,Renault,Duster,6,19.01
Maruti Wagon R VXI,Delhi,22000,Petrol,Manual,First,998.0,67.1,5.0,3.7,Maruti,Wagon,4,18.9
Hyundai Santro Xing GL,Hyderabad,58163,Petrol,Manual,First,1086.0,62.0,5.0,2.45,Hyundai,Santro,10,
Chevrolet Beat Diesel LT,Chennai,109500,Diesel,Manual,Third,936.0,57.6,5.0,1.5,Chevrolet,Beat,9,25.44
Mahindra XUV500 W4 1.99 mHawk,Delhi,13363,Diesel,Manual,First,1997.0,140.0,7.0,12.0,Mahindra,XUV500,3,16.0
Hyundai i10 Era 1.1,Delhi,51000,Petrol,Manual,Second,1086.0,68.05,5.0,2.2,Hyundai,i10,8,19.81
Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,103000,Diesel,Manual,First,2179.0,138.0,7.0,3.6,Tata,New,13,13.93
Hyundai i10 Sportz,Kolkata,43002,Petrol,Manual,First,1197.0,78.9,5.0,1.92,Hyundai,i10,11,20.36
Toyota Innova Crysta 2.8 ZX AT,Bangalore,108000,Diesel,Automatic,First,2755.0,171.5,7.0,20.5,Toyota,Innova,4,11.36
Skoda Laura Elegance MT,Jaipur,82407,Diesel,Manual,First,1896.0,106.0,5.0,4.25,Skoda,Laura,10,17.5
Hyundai Grand i10 Sportz,Kolkata,29000,Petrol,Manual,First,1197.0,82.0,5.0,3.2,Hyundai,Grand,7,18.9
Toyota Etios Liva GD,Pune,225000,Diesel,Manual,Second,1364.0,,5.0,2.6,Toyota,Etios,8,23.59
Maruti Swift Dzire VDI,Kolkata,45000,Diesel,Manual,First,1248.0,74.0,5.0,3.85,Maruti,Swift,6,23.4
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,93401,Diesel,Manual,First,1396.0,90.0,5.0,3.48,Hyundai,i20,10,23.0
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,95802,Diesel,Manual,Second,1498.0,99.0,5.0,4.55,Ford,Figo,3,25.83
Maruti Ertiga VDI,Pune,130000,Diesel,Manual,First,1248.0,88.5,7.0,7.0,Maruti,Ertiga,4,25.47
Maruti Ertiga ZDI,Ahmedabad,67443,Diesel,Manual,First,1248.0,88.8,7.0,5.75,Maruti,Ertiga,7,20.77
Honda City 1.5 V AT Sunroof,Kochi,47681,Petrol,Automatic,First,1497.0,116.3,5.0,8.73,Honda,City,4,16.8
Maruti Alto LXi BSIII,Hyderabad,35000,Petrol,Manual,First,796.0,46.3,5.0,1.7,Maruti,Alto,11,19.7
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,68000,Diesel,Automatic,First,,197.0,7.0,29.5,Ford,Endeavour,4,10.91
Maruti Vitara Brezza ZDi Plus,Kochi,34688,Diesel,Manual,First,1248.0,88.5,5.0,10.49,Maruti,Vitara,1,24.3
Porsche Boxster S tiptronic,Kolkata,10512,Petrol,Automatic,First,2706.0,,2.0,64.0,Porsche,Boxster,5,8.6
Maruti Swift ZDi,Pune,58000,Diesel,Manual,First,1248.0,74.0,5.0,7.55,Maruti,Swift,4,22.9
Tata Zest Revotron 1.2 XT,Mumbai,40000,Petrol,Manual,First,1193.0,88.7,5.0,3.95,Tata,Zest,6,17.57
Hyundai i20 1.2 Sportz Option,Bangalore,61000,Petrol,Manual,Fourth & Above,1197.0,80.0,5.0,3.25,Hyundai,i20,10,17.0
Skoda Fabia 1.4 TDI Active,Mumbai,86000,Diesel,Manual,First,1422.0,70.0,5.0,2.75,Skoda,Fabia,11,19.4
Toyota Corolla Altis D-4D J,Kolkata,45000,Diesel,Manual,First,1364.0,87.2,5.0,7.35,Toyota,Corolla,5,21.43
Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,55000,Petrol,Manual,First,1198.0,73.75,5.0,4.7,Volkswagen,Ameo,3,17.0
Hyundai Creta 1.6 VTVT S,Kochi,36855,Petrol,Manual,Second,1591.0,121.3,5.0,8.77,Hyundai,Creta,4,15.29
Hyundai i10 Magna 1.2,Kochi,46821,Petrol,Manual,First,1197.0,78.9,5.0,3.42,Hyundai,i10,7,20.36
Chevrolet Beat LS,Kolkata,120000,Petrol,Manual,First,1199.0,76.8,5.0,2.5,Chevrolet,Beat,5,18.6
Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,29000,Diesel,Automatic,First,2993.0,,5.0,20.0,Jaguar,XF,8,14.74
Nissan Terrano XL,Mumbai,40000,Petrol,Manual,First,1598.0,102.5,5.0,5.25,Nissan,Terrano,6,13.24
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,60000,Diesel,Automatic,Second,1968.0,174.33,5.0,14.5,Audi,Q3,7,15.73
Hyundai i10 Asta AT,Mumbai,64984,Petrol,Automatic,First,1197.0,78.9,5.0,3.45,Hyundai,i10,9,16.95
Maruti Alto K10 VXI AGS,Pune,73204,Petrol,Automatic,First,998.0,67.1,5.0,3.3,Maruti,Alto,5,24.07
Audi Q7 4.2 TDI Quattro Technology,Bangalore,50000,Diesel,Automatic,First,,,7.0,51.0,Audi,Q7,6,11.33
Maruti Vitara Brezza VDi,Kolkata,35000,Diesel,Manual,First,1248.0,88.5,5.0,6.5,Maruti,Vitara,3,24.3
Hyundai EON D Lite Plus,Hyderabad,17729,Petrol,Manual,First,814.0,55.2,5.0,3.65,Hyundai,EON,7,21.1
Mahindra XUV300 W8 Diesel,Chennai,97000,Diesel,Manual,First,1497.0,115.0,5.0,7.25,Mahindra,XUV300,8,20.0
Hyundai Verna CRDi 1.6 SX Option,Kochi,89614,Diesel,Manual,First,1582.0,126.2,5.0,6.01,Hyundai,Verna,6,22.0
Maruti Wagon R VXI,Kolkata,14000,Petrol,Manual,First,998.0,67.1,5.0,2.8,Maruti,Wagon,5,18.9
Hyundai i20 Sportz Option,Chennai,50000,Petrol,Manual,First,1197.0,80.0,5.0,4.0,Hyundai,i20,8,17.0
Honda City i VTEC V,Delhi,62505,Petrol,Manual,First,1497.0,117.3,5.0,5.95,Honda,City,6,17.4
Toyota Innova 2.5 V Diesel 7-seater,Chennai,248000,Diesel,Manual,Second,2494.0,102.0,7.0,9.2,Toyota,Innova,9,12.8
Hyundai Verna CRDi SX,Pune,94900,Diesel,Manual,First,1493.0,110.0,5.0,5.35,Hyundai,Verna,8,16.8
Tata Hexa XT,Delhi,55000,Diesel,Manual,First,2179.0,153.86,7.0,12.0,Tata,Hexa,3,17.6
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,53735,Diesel,Automatic,Second,2967.0,,7.0,38.94,Audi,Q7,5,12.07
Maruti Wagon R VXI,Coimbatore,53934,Petrol,Manual,Second,998.0,67.1,5.0,2.69,Maruti,Wagon,12,18.9
BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,58500,Diesel,Automatic,Second,1995.0,218.0,5.0,27.5,BMW,5,7,17.09
Honda Amaze EX i-Vtech,Kolkata,48000,Petrol,Manual,First,1198.0,86.7,5.0,2.75,Honda,Amaze,6,18.0
Maruti Alto 800 2016-2019 LXI,Mumbai,24000,Petrol,Manual,First,796.0,47.3,5.0,2.8,Maruti,Alto,4,24.7
Hyundai Verna 1.6 SX VTVT,Mumbai,52001,Petrol,Manual,First,1591.0,121.3,5.0,6.45,Hyundai,Verna,4,17.01
Tata Tiago 1.2 Revotron XZ,Coimbatore,9565,Petrol,Manual,First,1199.0,84.0,5.0,5.88,Tata,Tiago,2,23.84
Maruti Swift LXI,Pune,32953,Petrol,Manual,First,1197.0,85.8,5.0,4.65,Maruti,Swift,7,18.6
Hyundai EON Era,Jaipur,18000,Petrol,Manual,First,814.0,55.2,5.0,2.5,Hyundai,EON,6,21.1
Mercedes-Benz E-Class E 220 d,Kochi,20446,Petrol,Automatic,First,1950.0,191.34,5.0,51.35,Mercedes-Benz,E-Class,2,12.6
Hyundai i20 Magna 1.4 CRDi,Hyderabad,33016,Diesel,Manual,First,1396.0,88.73,5.0,6.85,Hyundai,i20,4,22.54
Toyota Etios VD,Chennai,48000,Diesel,Manual,First,1364.0,67.05,5.0,5.25,Toyota,Etios,8,23.59
Toyota Corolla Altis Diesel D4DG,Coimbatore,72022,Diesel,Manual,First,1364.0,87.2,5.0,9.23,Toyota,Corolla,6,21.43
Mini Cooper 5 DOOR D,Ahmedabad,34000,Diesel,Automatic,First,1496.0,113.98,5.0,22.0,Mini,Cooper,6,20.7
Volkswagen Polo 1.5 TDI Highline,Hyderabad,69000,Diesel,Manual,First,1498.0,88.8,5.0,5.19,Volkswagen,Polo,6,20.14
Skoda Superb Elegance 1.8 TSI AT,Pune,108000,Petrol,Automatic,First,1798.0,157.75,5.0,4.35,Skoda,Superb,11,13.7
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,34700,Diesel,Automatic,First,2148.0,170.0,5.0,24.5,Mercedes-Benz,E-Class,7,10.0
Maruti Swift VDi BSIII W/ ABS,Pune,79000,Diesel,Manual,First,1248.0,75.0,5.0,5.75,Maruti,Swift,5,17.8
Honda City i VTEC CVT VX,Kochi,58197,Petrol,Automatic,First,1497.0,117.3,5.0,9.19,Honda,City,4,18.0
BMW 7 Series 2007-2012 740Li,Pune,66000,Petrol,Automatic,Second,2979.0,,5.0,10.75,BMW,7,12,8.45
Hyundai i10 Magna AT,Bangalore,60000,Petrol,Automatic,First,1197.0,80.0,5.0,2.99,Hyundai,i10,11,19.2
Maruti Swift Dzire VDI,Kolkata,57000,Diesel,Manual,First,1248.0,74.0,5.0,3.89,Maruti,Swift,6,26.59
Honda City i DTec VX,Coimbatore,45555,Diesel,Manual,First,1498.0,98.6,5.0,11.73,Honda,City,2,26.0
Maruti Omni 8 Seater BSIV,Coimbatore,55137,Petrol,Manual,First,796.0,35.0,5.0,3.11,Maruti,Omni,4,14.0
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,93325,Diesel,Manual,Second,1968.0,138.1,5.0,14.45,Skoda,Superb,6,17.2
Maruti Ertiga SHVS VDI,Ahmedabad,38000,Diesel,Manual,First,1248.0,88.5,7.0,8.7,Maruti,Ertiga,2,24.52
Hyundai Grand i10 CRDi Magna,Kochi,57738,Diesel,Manual,First,1120.0,70.0,5.0,5.04,Hyundai,Grand,4,24.0
Maruti Ciaz VDi Plus SHVS,Jaipur,38282,Diesel,Manual,First,1248.0,88.5,5.0,8.5,Maruti,Ciaz,3,28.09
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,64000,Diesel,Automatic,First,2143.0,170.0,5.0,15.65,Mercedes-Benz,New,6,19.27
Fiat Avventura MULTIJET Emotion,Mumbai,32000,Diesel,Manual,First,1248.0,91.72,5.0,5.65,Fiat,Avventura,5,20.5
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,83000,Petrol,Automatic,First,2497.0,204.0,5.0,16.5,Mercedes-Benz,E-Class,10,10.93
Maruti Zen Estilo LXI Green (CNG),Ahmedabad,76000,CNG,Manual,First,998.0,67.1,5.0,2.0,Maruti,Zen,9,
Volkswagen Vento Petrol Highline,Pune,67200,Petrol,Manual,First,1598.0,103.6,5.0,3.9,Volkswagen,Vento,8,15.04
BMW 3 Series 320d Luxury Line,Jaipur,62655,Diesel,Automatic,First,1995.0,184.0,5.0,14.5,BMW,3,7,18.88
BMW 5 Series 2013-2017 530d M Sport,Bangalore,16900,Diesel,Automatic,First,2993.0,,5.0,44.0,BMW,5,5,14.69
Hyundai Grand i10 1.2 Kappa Magna,Delhi,8471,Petrol,Manual,First,1197.0,81.86,5.0,5.0,Hyundai,Grand,3,18.9
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,69000,Diesel,Automatic,First,2755.0,171.5,7.0,19.75,Toyota,Innova,4,11.36
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,30090,Diesel,Automatic,First,1461.0,108.45,5.0,11.44,Renault,Duster,3,19.6
Tata Indica Vista Aura 1.3 Quadrajet,Chennai,120000,Diesel,Manual,First,1248.0,75.0,5.0,1.75,Tata,Indica,9,18.0
Maruti Swift VDI BSIV,Bangalore,23000,Diesel,Manual,First,1248.0,,5.0,5.6,Maruti,Swift,7,17.8
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,35939,Petrol,Manual,First,1796.0,185.0,5.0,30.42,Mercedes-Benz,E-Class,4,12.3
Mahindra XUV500 W8 4WD,Coimbatore,116694,Diesel,Manual,First,2179.0,140.0,7.0,9.57,Mahindra,XUV500,7,15.1
Mahindra Bolero ZLX,Mumbai,40448,Diesel,Manual,First,2523.0,62.1,7.0,3.5,Mahindra,Bolero,4,15.96
Maruti Vitara Brezza ZDi,Coimbatore,64456,Diesel,Manual,First,1248.0,88.5,5.0,10.46,Maruti,Vitara,2,24.3
Fiat Avventura MULTIJET Emotion,Pune,52782,Diesel,Manual,First,1248.0,91.72,5.0,4.85,Fiat,Avventura,6,20.5
Honda Amaze S Petrol,Kochi,51672,Petrol,Manual,First,1199.0,88.76,5.0,5.68,Honda,Amaze,4,19.5
Skoda Superb Elegance 1.8 TSI AT,Mumbai,56073,Petrol,Automatic,First,1798.0,157.75,5.0,13.25,Skoda,Superb,5,13.7
Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,65000,Diesel,Automatic,First,2993.0,,5.0,16.0,Jaguar,XF,9,14.74
Maruti Wagon R VXI BSIII,Chennai,79000,Petrol,Manual,First,998.0,67.1,5.0,3.0,Maruti,Wagon,7,18.9
Hyundai Santro Xing XL eRLX Euro III,Kolkata,43206,Petrol,Manual,First,1086.0,,5.0,0.99,Hyundai,Santro,13,17.0
Toyota Corolla Altis VL,Mumbai,70200,Petrol,Automatic,First,1798.0,138.1,5.0,5.0,Toyota,Corolla,10,14.53
Maruti Swift VXi BSIV,Delhi,42000,Petrol,Manual,First,1197.0,85.0,5.0,4.75,Maruti,Swift,4,16.1
Volkswagen Polo 1.2 MPI Highline,Bangalore,62000,Petrol,Manual,First,1198.0,74.0,5.0,5.35,Volkswagen,Polo,6,16.47
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,20000,Petrol,Manual,First,1197.0,81.86,5.0,5.98,Hyundai,Grand,3,18.9
Maruti SX4 ZDI,Chennai,80000,Diesel,Manual,Third,1248.0,88.8,5.0,3.5,Maruti,SX4,9,21.5
Hyundai Grand i10 1.2 Kappa Magna,Kochi,50234,Petrol,Manual,First,1197.0,81.86,5.0,4.77,Hyundai,Grand,2,18.9
Maruti Baleno Delta 1.2,Delhi,50003,Petrol,Manual,First,1197.0,83.1,5.0,5.45,Maruti,Baleno,4,21.4
Tata Tigor 1.2 Revotron XTA,Ahmedabad,1000,Petrol,Automatic,First,1199.0,84.0,5.0,6.85,Tata,Tigor,2,20.3
Maruti Swift Dzire AMT ZDI,Jaipur,54897,Diesel,Automatic,First,1248.0,74.0,5.0,7.3,Maruti,Swift,4,26.59
Tata Indica GLS BS IV,Pune,108995,Petrol,Manual,First,1193.0,65.3,5.0,1.25,Tata,Indica,13,15.3
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,73000,Diesel,Manual,First,1598.0,118.0,5.0,8.25,Maruti,SX4,5,22.7
Maruti Swift VXI BSIII,Ahmedabad,65000,Petrol,Manual,First,1298.0,88.2,5.0,2.71,Maruti,Swift,12,16.1
Hyundai Xcent 1.2 Kappa SX,Kolkata,32000,Petrol,Manual,First,1197.0,82.0,5.0,3.6,Hyundai,Xcent,4,19.1
Hyundai i20 1.2 Magna,Ahmedabad,65000,Petrol,Manual,First,1197.0,80.0,5.0,3.0,Hyundai,i20,10,18.5
Maruti Celerio VXI AT,Hyderabad,21600,Petrol,Automatic,First,998.0,67.04,5.0,4.65,Maruti,Celerio,4,23.1
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,39000,Diesel,Automatic,First,2143.0,170.0,5.0,9.5,Mercedes-Benz,New,10,14.84
Maruti Swift Dzire VXi,Mumbai,58075,Petrol,Manual,First,1298.0,85.8,5.0,2.95,Maruti,Swift,9,17.5
Volkswagen Vento Petrol Trendline,Mumbai,58000,Petrol,Manual,First,1598.0,103.6,5.0,3.0,Volkswagen,Vento,9,15.04
Maruti Swift ZDi,Hyderabad,58000,Diesel,Manual,First,1248.0,74.0,5.0,5.95,Maruti,Swift,5,25.2
Toyota Corolla Altis VL,Delhi,89000,Petrol,Automatic,First,1798.0,138.1,5.0,4.0,Toyota,Corolla,12,14.53
Honda Civic 2006-2010 1.8 V MT,Delhi,72000,Petrol,Manual,First,1799.0,130.0,5.0,2.5,Honda,Civic,12,13.5
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,1800,Petrol,Automatic,First,1499.0,110.4,5.0,11.37,Ford,EcoSport,3,16.05
Fiat Linea Emotion Pack (Diesel),Pune,172050,Diesel,Manual,Second,1248.0,93.0,5.0,2.25,Fiat,Linea,10,19.0
Hyundai i10 Era,Jaipur,46230,Petrol,Manual,First,1086.0,68.05,5.0,3.1,Hyundai,i10,7,19.81
Volvo XC60 D5 Inscription,Kochi,86925,Diesel,Automatic,First,2400.0,215.0,5.0,17.18,Volvo,XC60,6,11.2
Hyundai i20 1.2 Asta,Jaipur,5000,Petrol,Manual,First,1197.0,81.83,5.0,6.5,Hyundai,i20,2,18.6
Honda City i DTEC S,Ahmedabad,66000,Diesel,Manual,First,1498.0,98.6,5.0,5.7,Honda,City,6,26.0
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,119000,Diesel,Manual,First,2494.0,100.0,8.0,8.0,Toyota,Innova,7,12.99
Renault KWID RXT,Chennai,45000,Petrol,Manual,First,799.0,53.3,5.0,2.6,Renault,KWID,4,25.17
Maruti A-Star Vxi,Hyderabad,66149,Petrol,Manual,First,998.0,66.1,5.0,2.45,Maruti,A-Star,11,19.0
Mercedes-Benz B Class B180,Kochi,42070,Petrol,Automatic,First,1595.0,120.7,5.0,11.57,Mercedes-Benz,B,6,14.8
Maruti Wagon R LXI BS IV,Kolkata,35503,Petrol,Manual,First,998.0,67.1,5.0,2.3,Maruti,Wagon,8,18.9
Maruti Swift VDI BSIV,Jaipur,41460,Diesel,Manual,First,1248.0,74.0,5.0,5.9,Maruti,Swift,4,25.2
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,40600,Petrol,Automatic,First,1591.0,121.3,5.0,7.2,Hyundai,Verna,5,17.0
Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,87000,Diesel,Automatic,First,1582.0,126.2,5.0,5.9,Hyundai,Verna,7,22.0
Honda City V MT,Chennai,30000,Petrol,Manual,Second,1497.0,116.3,5.0,6.0,Honda,City,6,16.8
Hyundai i10 Magna Optional 1.1L,Kolkata,27089,Petrol,Manual,First,1086.0,66.7,5.0,1.95,Hyundai,i10,10,16.0
Toyota Etios GD SP,Coimbatore,53702,Diesel,Manual,First,1364.0,67.04,5.0,6.55,Toyota,Etios,4,23.59
Volvo S60 D4 Momentum,Hyderabad,51000,Diesel,Automatic,First,1969.0,190.0,5.0,25.0,Volvo,S60,5,27.03
Ford Figo Diesel EXI,Kolkata,36542,Diesel,Manual,First,1399.0,68.05,5.0,2.65,Ford,Figo,8,20.0
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,15000,Diesel,Automatic,First,2987.0,,5.0,69.5,Mercedes-Benz,E-Class,3,13.0
BMW 3 Series 320d Luxury Line,Chennai,65000,Diesel,Automatic,First,1995.0,190.0,5.0,14.0,BMW,3,8,22.69
Maruti Alto 800 VXI,Pune,32000,Petrol,Manual,Second,796.0,47.3,5.0,2.1,Maruti,Alto,6,22.74
Toyota Innova Crysta 2.4 VX MT,Hyderabad,24393,Diesel,Manual,First,2393.0,147.8,7.0,20.4,Toyota,Innova,3,13.68
Volkswagen Polo 1.0 MPI Trendline,Hyderabad,1000,Petrol,Manual,First,999.0,75.0,5.0,5.68,Volkswagen,Polo,1,18.78
Nissan Terrano XL,Mumbai,28238,Petrol,Manual,First,1598.0,102.5,5.0,5.55,Nissan,Terrano,6,13.24
Mitsubishi Pajero Sport 4X4,Mumbai,59000,Diesel,Manual,First,2477.0,175.56,7.0,12.75,Mitsubishi,Pajero,7,13.5
Honda Civic 2010-2013 1.8 S MT,Mumbai,92000,Petrol,Manual,Second,1799.0,130.2,5.0,3.35,Honda,Civic,8,14.8
Maruti Alto 800 LXI,Kolkata,56840,Petrol,Manual,First,796.0,47.3,5.0,1.55,Maruti,Alto,7,22.74
Volkswagen Vento Diesel Highline,Coimbatore,62746,Diesel,Manual,Second,1598.0,103.6,5.0,5.9,Volkswagen,Vento,7,20.54
Land Rover Freelander 2 HSE,Hyderabad,96000,Diesel,Automatic,First,2179.0,187.74,5.0,18.98,Land,Rover,8,12.35
Honda CR-V 2.0L 2WD MT,Mumbai,24000,Petrol,Manual,First,1997.0,153.86,5.0,11.51,Honda,CR-V,6,13.7
Maruti Ertiga VDI,Mumbai,54000,Diesel,Manual,First,1248.0,88.76,7.0,7.75,Maruti,Ertiga,4,20.77
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,90000,Diesel,Manual,First,2494.0,100.6,7.0,13.9,Toyota,Innova,4,12.99
Tata Manza Aura Safire,Kolkata,40000,Petrol,Manual,First,1368.0,90.0,5.0,1.35,Tata,Manza,10,15.0
Audi Q7 35 TDI Quattro Premium Plus,Mumbai,65938,Diesel,Automatic,Second,2967.0,,7.0,38.0,Audi,Q7,5,12.07
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,16100,Petrol,Automatic,First,1591.0,121.4,5.0,11.6,Hyundai,Verna,3,17.1
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,3600,Diesel,Automatic,First,1498.0,108.5,5.0,12.25,Volkswagen,Vento,3,21.5
Honda City 1.5 S MT,Jaipur,52000,Petrol,Manual,First,1497.0,118.0,5.0,3.8,Honda,City,9,17.0
Ford Figo Diesel Titanium,Mumbai,54000,Diesel,Manual,First,1399.0,68.05,5.0,3.25,Ford,Figo,6,20.0
Honda Jazz 1.2 VX i VTEC,Mumbai,15399,Petrol,Manual,First,1199.0,88.7,5.0,6.4,Honda,Jazz,4,18.7
Volkswagen Polo Petrol Highline 1.2L,Bangalore,75000,Petrol,Manual,Second,1198.0,73.9,5.0,3.95,Volkswagen,Polo,8,16.47
Honda City i-VTEC S,Delhi,76752,Petrol,Manual,First,1497.0,117.3,5.0,3.57,Honda,City,10,17.4
